milliseconds, ECG, ECG HR, PPG, PPG HR, SpO2, PI
1523632036853,-1048576,117,-56,-1,-1,0
1523632036853,-1048576,117,-56,-1,-1,0
1523632036893,-1048576,117,-56,-1,-1,0
1523632036893,-1179648,117,-56,-1,-1,0
1523632036893,-1376256,117,-56,-1,-1,0
1523632036893,-1638400,117,-56,-1,-1,0
1523632036893,-1835008,117,-56,-1,-1,0
1523632036933,-2031616,117,-56,-1,-1,0
1523632036933,-1966080,117,-56,-1,-1,0
1523632036933,-1572864,117,-56,-1,-1,0
1523632036933,-983040,117,-56,-1,-1,0
1523632036933,-589824,117,-56,-1,-1,0
1523632036973,-655360,117,-56,-1,-1,0
1523632036973,-917504,117,-56,-1,-1,0
1523632036973,-1179648,117,-56,-1,-1,0
1523632036973,-1310720,117,-56,-1,-1,0
1523632036973,-1441792,117,-56,-1,-1,0
1523632037015,-1572864,117,-56,-1,-1,0
1523632037015,-1572864,117,-56,-1,-1,0
1523632037015,-131072,117,-56,-1,-1,0
1523632037015,4653056,117,-56,-1,-1,0
1523632037015,9568256,117,-56,-1,-1,0
1523632037053,6946816,117,-56,-1,-1,0
1523632037053,-1638400,117,-56,-1,-1,0
1523632037053,-6750208,117,-56,-1,-1,0
1523632037053,-5505024,117,-56,-1,-1,0
1523632037053,-2949120,117,-56,-1,-1,0
1523632037093,-1966080,117,-56,-1,-1,0
1523632037093,-1769472,117,-56,-1,-1,0
1523632037093,-1703936,117,-56,-1,-1,0
1523632037093,-1507328,117,-56,-1,-1,0
1523632037093,-1310720,117,-56,-1,-1,0
1523632037138,-1179648,117,-56,-1,-1,0
1523632037138,-1048576,117,-56,-1,-1,0
1523632037138,-917504,117,-56,-1,-1,0
1523632037138,-786432,117,-56,-1,-1,0
1523632037138,-589824,117,-56,-1,-1,0
1523632037173,-327680,117,-56,-1,-1,0
1523632037173,-65536,117,-56,-1,-1,0
1523632037173,131072,117,-56,-1,-1,0
1523632037173,524288,117,-56,-1,-1,0
1523632037173,983040,117,-56,-1,-1,0
1523632037213,1441792,117,-56,-1,-1,0
1523632037213,1966080,117,-56,-1,-1,0
1523632037213,2621440,117,-56,-1,-1,0
1523632037213,3211264,117,-56,-1,-1,0
1523632037213,3735552,117,-56,-1,-1,0
1523632037253,4063232,117,-56,-1,-1,0
1523632037253,4259840,117,-56,-1,-1,0
1523632037253,4063232,117,-56,-1,-1,0
1523632037253,3604480,117,-56,-1,-1,0
1523632037253,2949120,117,-56,-1,-1,0
1523632037293,2162688,117,-56,-1,-1,0
1523632037293,1441792,117,-56,-1,-1,0
1523632037293,786432,117,-56,-1,-1,0
1523632037293,327680,117,-56,-1,-1,0
1523632037293,65536,117,-56,-1,-1,0
1523632037333,-65536,117,-56,-1,-1,0
1523632037333,-262144,117,-56,-1,-1,0
1523632037333,-458752,117,-56,-1,-1,0
1523632037333,-524288,117,-56,-1,-1,0
1523632037333,-655360,117,-56,-1,-1,0
1523632037373,-786432,117,-56,-1,-1,0
1523632037373,-851968,117,-56,-1,-1,0
1523632037373,-851968,117,-56,-1,-1,0
1523632037373,-851968,117,-56,-1,-1,0
1523632037373,-917504,117,-56,-1,-1,0
1523632037413,-983040,117,-56,-1,-1,0
1523632037413,-1048576,117,-56,-1,-1,0
1523632037413,-1114112,117,-56,-1,-1,0
1523632037413,-1245184,117,-56,-1,-1,0
1523632037413,-1376256,117,-56,-1,-1,0
1523632037453,-1572864,117,-56,-1,-1,0
1523632037453,-1769472,117,-56,-1,-1,0
1523632037453,-1769472,117,-56,-1,-1,0
1523632037453,-1507328,117,-56,-1,-1,0
1523632037453,-1048576,117,-56,-1,-1,0
1523632037493,-720896,117,-56,-1,-1,0
1523632037493,-720896,117,-56,-1,-1,0
1523632037493,-917504,117,-56,-1,-1,0
1523632037493,-1245184,117,-56,-1,-1,0
1523632037493,-1441792,117,-56,-1,-1,0
1523632037533,-1310720,117,-56,-1,-1,0
1523632037533,-1179648,117,-56,-1,-1,0
1523632037533,-1048576,117,-56,-1,-1,0
1523632037533,65536,117,-56,-1,-1,0
1523632037533,3932160,117,-56,-1,-1,0
1523632037573,7864320,117,-56,-1,-1,0
1523632037573,5308416,117,-56,-1,-1,0
1523632037573,-2490368,117,-56,-1,-1,0
1523632037573,-7274496,117,-56,-1,-1,0
1523632037573,-6029312,117,-56,-1,-1,0
1523632037613,-3211264,117,-56,-1,-1,0
1523632037613,-1835008,117,-56,-1,-1,0
1523632037613,-1376256,117,-56,-1,-1,0
1523632037613,-1310720,117,-56,-1,-1,0
1523632037613,-1179648,117,-56,-1,-1,0
1523632037653,-1048576,117,-56,-1,-1,0
1523632037653,-917504,117,-56,-1,-1,0
1523632037653,-786432,117,-56,-1,-1,0
1523632037653,-655360,117,-56,-1,-1,0
1523632037653,-458752,117,-56,-1,-1,0
1523632037693,-262144,117,-56,-1,-1,0
1523632037693,0,117,-56,-1,-1,0
1523632037693,262144,117,-56,-1,-1,0
1523632037693,458752,117,-56,-1,-1,0
1523632037693,720896,117,-56,-1,-1,0
1523632037733,1114112,117,-56,-1,-1,0
1523632037733,1703936,117,-56,-1,-1,0
1523632037733,2293760,117,-56,-1,-1,0
1523632037733,2818048,117,-56,-1,-1,0
1523632037733,3276800,117,-56,-1,-1,0
1523632037778,3604480,117,-56,-1,-1,0
1523632037778,3866624,117,-56,-1,-1,0
1523632037778,3866624,117,-56,-1,-1,0
1523632037778,3735552,117,-56,-1,-1,0
1523632037778,3276800,117,-56,-1,-1,0
1523632037813,2686976,117,-56,-1,-1,0
1523632037813,1966080,117,-56,-1,-1,0
1523632037813,1310720,117,-56,-1,-1,0
1523632037813,720896,117,-56,-1,-1,0
1523632037813,327680,117,-56,-1,-1,0
1523632037853,0,117,-56,-1,-1,0
1523632037853,-131072,117,-56,-1,-1,0
1523632037853,-327680,117,-56,-1,-1,0
1523632037853,-393216,117,-56,-1,-1,0
1523632037853,-458752,117,-56,-1,-1,0
1523632037893,-589824,117,-56,-1,-1,0
1523632037893,-720896,117,-56,-1,-1,0
1523632037893,-786432,117,-56,-1,-1,0
1523632037893,-786432,117,-56,-1,-1,0
1523632037893,-851968,117,-56,-1,-1,0
1523632037933,-917504,117,-56,-1,-1,0
1523632037933,-917504,117,-56,-1,-1,0
1523632037933,-1048576,117,-56,-1,-1,0
1523632037933,-1245184,117,-56,-1,-1,0
1523632037933,-1507328,117,-56,-1,-1,0
1523632037973,-1638400,117,-56,-1,-1,0
1523632037973,-1638400,117,-56,-1,-1,0
1523632037973,-1376256,117,-56,-1,-1,0
1523632037973,-1114112,117,-56,-1,-1,0
1523632037973,-786432,117,-56,-1,-1,0
1523632038013,-720896,117,-56,-1,-1,0
1523632038013,-851968,117,-56,-1,-1,0
1523632038013,-1114112,117,-56,-1,-1,0
1523632038013,-1310720,117,-56,-1,-1,0
1523632038013,-1310720,117,-56,-1,-1,0
1523632038053,-1310720,117,-56,-1,-1,0
1523632038053,-1245184,117,-56,-1,-1,0
1523632038053,-720896,117,-56,-1,-1,0
1523632038053,1769472,117,-56,-1,-1,0
1523632038053,6225920,117,-56,-1,-1,0
1523632038093,6684672,117,-56,-1,-1,0
1523632038093,524288,117,-56,-1,-1,0
1523632038093,-5963776,117,-56,-1,-1,0
1523632038093,-6619136,117,-56,-1,-1,0
1523632038093,-3997696,117,-56,-1,-1,0
1523632038133,-2031616,117,-56,-1,-1,0
1523632038133,-1376256,117,-56,-1,-1,0
1523632038133,-1245184,117,-56,-1,-1,0
1523632038133,-1114112,117,-56,-1,-1,0
1523632038133,-983040,117,-56,-1,-1,0
1523632038173,-851968,117,-56,-1,-1,0
1523632038173,-720896,117,-56,-1,-1,0
1523632038173,-589824,117,-56,-1,-1,0
1523632038173,-524288,117,-56,-1,-1,0
1523632038173,-327680,117,-56,-1,-1,0
1523632038213,-131072,117,-56,-1,-1,0
1523632038213,65536,117,-56,-1,-1,0
1523632038213,327680,117,-56,-1,-1,0
1523632038213,655360,117,-56,-1,-1,0
1523632038213,917504,117,-56,-1,-1,0
1523632038253,1310720,117,-56,-1,-1,0
1523632038253,1703936,117,-56,-1,-1,0
1523632038253,2162688,117,-56,-1,-1,0
1523632038253,2621440,117,-56,-1,-1,0
1523632038253,2883584,117,-56,-1,-1,0
1523632038293,3080192,117,-56,-1,-1,0
1523632038293,3145728,117,-56,-1,-1,0
1523632038293,3145728,117,-56,-1,-1,0
1523632038293,2883584,117,-56,-1,-1,0
1523632038293,2359296,117,-56,-1,-1,0
1523632038333,1703936,117,-56,-1,-1,0
1523632038333,1048576,117,-56,-1,-1,0
1523632038333,589824,117,-56,-1,-1,0
1523632038333,262144,117,-56,-1,-1,0
1523632038333,0,117,-56,-1,-1,0
1523632038373,-196608,117,-56,-1,-1,0
1523632038373,-327680,117,-56,-1,-1,0
1523632038373,-393216,117,-56,-1,-1,0
1523632038373,-458752,117,-56,-1,-1,0
1523632038373,-458752,117,-56,-1,-1,0
1523632038418,-458752,117,-56,-1,-1,0
1523632038418,-589824,117,-56,-1,-1,0
1523632038418,-720896,117,-56,-1,-1,0
1523632038418,-786432,117,-56,-1,-1,0
1523632038418,-851968,117,-56,-1,-1,0
1523632038453,-851968,117,-56,-1,-1,0
1523632038453,-983040,117,-56,-1,-1,0
1523632038453,-1179648,117,-56,-1,-1,0
1523632038453,-1310720,117,-56,-1,-1,0
1523632038453,-1441792,117,-56,-1,-1,0
1523632038493,-1572864,117,-56,-1,-1,0
1523632038493,-1572864,117,-56,-1,-1,0
1523632038493,-1179648,117,-56,-1,-1,0
1523632038493,-720896,117,-56,-1,-1,0
1523632038493,-524288,117,-56,-1,-1,0
1523632038533,-655360,117,-56,-1,-1,0
1523632038533,-851968,117,-56,-1,-1,0
1523632038533,-1114112,117,-56,-1,-1,0
1523632038533,-1179648,117,-56,-1,-1,0
1523632038533,-1179648,117,-56,-1,-1,0
1523632038573,-1048576,117,-56,-1,-1,0
1523632038573,-786432,117,-56,-1,-1,0
1523632038573,1310720,117,-56,-1,-1,0
1523632038573,6160384,117,-56,-1,-1,0
1523632038573,8978432,117,-56,-1,-1,0
1523632038613,4259840,117,-56,-1,-1,0
1523632038613,-3473408,117,-56,-1,-1,0
1523632038613,-6094848,117,-56,-1,-1,0
1523632038613,-3932160,117,-56,-1,-1,0
1523632038613,-1966080,117,-56,-1,-1,0
1523632038653,-1179648,117,-56,-1,-1,0
1523632038653,-983040,117,-56,-1,-1,0
1523632038653,-917504,117,-56,-1,-1,0
1523632038653,-786432,117,-56,-1,-1,0
1523632038653,-655360,117,-56,-1,-1,0
1523632038693,-524288,117,-56,-1,-1,0
1523632038693,-458752,117,-56,-1,-1,0
1523632038693,-393216,117,-56,-1,-1,0
1523632038693,-262144,117,-56,-1,-1,0
1523632038693,-65536,117,-56,-1,-1,0
1523632038733,65536,117,-56,-1,-1,0
1523632038733,262144,117,-56,-1,-1,0
1523632038733,589824,117,-56,-1,-1,0
1523632038733,851968,117,-56,-1,-1,0
1523632038733,1114112,117,-56,-1,-1,0
1523632038773,1310720,117,-56,-1,-1,0
1523632038773,1572864,117,-56,-1,-1,0
1523632038773,1769472,117,-56,-1,-1,0
1523632038773,2097152,117,-56,-1,-1,0
1523632038773,2228224,117,-56,-1,-1,0
1523632038814,2359296,117,-56,-1,-1,0
1523632038814,2359296,117,-56,-1,-1,0
1523632038814,2228224,117,-56,-1,-1,0
1523632038814,1900544,117,-56,-1,-1,0
1523632038814,1507328,117,-56,-1,-1,0
1523632038853,1048576,117,-56,-1,-1,0
1523632038853,524288,117,-56,-1,-1,0
1523632038853,196608,117,-56,-1,-1,0
1523632038853,0,117,-56,-1,-1,0
1523632038853,-262144,117,-56,-1,-1,0
1523632038893,-393216,117,-56,-1,-1,0
1523632038893,-458752,117,-56,-1,-1,0
1523632038893,-589824,117,-56,-1,-1,0
1523632038893,-589824,117,-56,-1,-1,0
1523632038893,-655360,117,-56,-1,-1,0
1523632038934,-786432,117,-56,-1,-1,0
1523632038934,-851968,117,-56,-1,-1,0
1523632038934,-983040,117,-56,-1,-1,0
1523632038934,-1048576,117,-56,-1,-1,0
1523632038934,-1114112,117,-56,-1,-1,0
1523632038973,-1179648,117,-56,-1,-1,0
1523632038973,-1179648,117,-56,-1,-1,0
1523632038973,-1310720,117,-56,-1,-1,0
1523632038973,-1441792,117,-56,-1,-1,0
1523632038973,-1638400,117,-56,-1,-1,0
1523632039013,-1835008,117,-56,-1,-1,0
1523632039013,-1966080,117,-56,-1,-1,0
1523632039013,-1900544,117,-56,-1,-1,0
1523632039013,-1507328,117,-56,-1,-1,0
1523632039013,-983040,117,-56,-1,-1,0
1523632039059,-786432,117,-56,-1,-1,0
1523632039059,-917504,117,-56,-1,-1,0
1523632039059,-1114112,117,-56,-1,-1,0
1523632039059,-1441792,117,-56,-1,-1,0
1523632039059,-1572864,117,-56,-1,-1,0
1523632039093,-1572864,117,-56,-1,-1,0
1523632039093,-1572864,117,-56,-1,-1,0
1523632039093,-1245184,117,-56,-1,-1,0
1523632039093,1048576,117,-56,-1,-1,0
1523632039093,6553600,117,-56,-1,-1,0
1523632039133,10092544,117,-56,-1,-1,0
1523632039133,5308416,117,-56,-1,-1,0
1523632039133,-3014656,117,-56,-1,-1,0
1523632039133,-6160384,117,-56,-1,-1,0
1523632039133,-4063232,117,-56,-1,-1,0
1523632039174,-2162688,117,-56,-1,-1,0
1523632039174,-1572864,117,-56,-1,-1,0
1523632039174,-1507328,117,-56,-1,-1,0
1523632039174,-1441792,117,-56,-1,-1,0
1523632039174,-1310720,117,-56,-1,-1,0
1523632039213,-1245184,117,-56,-1,-1,0
1523632039213,-1179648,117,-56,-1,-1,0
1523632039213,-1048576,117,-56,-1,-1,0
1523632039213,-786432,117,-56,-1,-1,0
1523632039213,-589824,117,-56,-1,-1,0
1523632039253,-327680,117,-56,-1,-1,0
1523632039253,-65536,117,-56,-1,-1,0
1523632039253,131072,117,-56,-1,-1,0
1523632039253,458752,117,-56,-1,-1,0
1523632039253,851968,117,-56,-1,-1,0
1523632039293,1179648,117,-56,-1,-1,0
1523632039293,1572864,117,-56,-1,-1,0
1523632039293,2097152,117,-56,-1,-1,0
1523632039293,2621440,117,-56,-1,-1,0
1523632039293,3080192,117,-56,-1,-1,0
1523632039333,3407872,117,-56,-1,-1,0
1523632039333,3604480,117,-56,-1,-1,0
1523632039333,3670016,117,-56,-1,-1,0
1523632039333,3473408,117,-56,-1,-1,0
1523632039333,2949120,117,-56,-1,-1,0
1523632039373,2228224,117,-56,-1,-1,0
1523632039373,1572864,117,-56,-1,-1,0
1523632039373,1048576,117,-56,-1,-1,0
1523632039373,655360,117,-56,-1,-1,0
1523632039373,327680,117,-56,-1,-1,0
1523632039413,65536,117,-56,-1,-1,0
1523632039413,-131072,117,-56,-1,-1,0
1523632039413,-327680,117,-56,-1,-1,0
1523632039413,-458752,117,-56,-1,-1,0
1523632039413,-524288,117,-56,-1,-1,0
1523632039453,-655360,117,-56,-1,-1,0
1523632039453,-655360,117,-56,-1,-1,0
1523632039453,-589824,117,-56,-1,-1,0
1523632039453,-720896,117,-56,-1,-1,0
1523632039453,-851968,117,-56,-1,-1,0
1523632039493,-851968,117,-56,-1,-1,0
1523632039493,-851968,117,-56,-1,-1,0
1523632039493,-917504,117,-56,-1,-1,0
1523632039493,-983040,117,-56,-1,-1,0
1523632039493,-1048576,117,-56,-1,-1,0
1523632039533,-983040,117,-56,-1,-1,0
1523632039533,-983040,117,-56,-1,-1,0
1523632039533,-1048576,117,-56,-1,-1,0
1523632039533,-1310720,117,-56,-1,-1,0
1523632039533,-1572864,117,-56,-1,-1,0
1523632039573,-1703936,117,-56,-1,-1,0
1523632039573,-1703936,117,-56,-1,-1,0
1523632039573,-1507328,117,-56,-1,-1,0
1523632039573,-1114112,117,-56,-1,-1,0
1523632039573,-786432,117,-56,-1,-1,0
1523632039613,-720896,117,-56,-1,-1,0
1523632039613,-851968,117,-56,-1,-1,0
1523632039613,-1048576,117,-56,-1,-1,0
1523632039613,-1179648,117,-56,-1,-1,0
1523632039613,-1114112,117,-56,-1,-1,0
1523632039653,-1048576,117,-56,-1,-1,0
1523632039653,-1048576,117,-56,-1,-1,0
1523632039653,-524288,117,-56,-1,-1,0
1523632039653,2031616,117,-56,-1,-1,0
1523632039653,6684672,117,-56,-1,-1,0
1523632039698,7208960,117,-56,-1,-1,0
1523632039698,983040,117,-56,-1,-1,0
1523632039698,-5701632,117,-56,-1,-1,0
1523632039698,-6422528,117,-56,-1,-1,0
1523632039698,-3866624,117,-56,-1,-1,0
1523632039733,-2031616,117,-56,-1,-1,0
1523632039733,-1572864,117,-56,-1,-1,0
1523632039733,-1507328,117,-56,-1,-1,0
1523632039733,-1376256,117,-56,-1,-1,0
1523632039733,-1114112,117,-56,-1,-1,0
1523632039773,-851968,117,-56,-1,-1,0
1523632039773,-720896,117,-56,-1,-1,0
1523632039773,-720896,117,-56,-1,-1,0
1523632039773,-589824,117,-56,-1,-1,0
1523632039773,-327680,117,-56,-1,-1,0
1523632039813,-65536,117,-56,-1,-1,0
1523632039813,0,117,-56,-1,-1,0
1523632039813,196608,117,-56,-1,-1,0
1523632039813,589824,117,-56,-1,-1,0
1523632039813,983040,117,-56,-1,-1,0
1523632039853,1310720,117,-56,-1,-1,0
1523632039853,1769472,117,-56,-1,-1,0
1523632039853,2162688,117,-56,-1,-1,0
1523632039853,2686976,117,-56,-1,-1,0
1523632039853,3080192,117,-56,-1,-1,0
1523632039893,3276800,117,-56,-1,-1,0
1523632039893,3473408,117,-56,-1,-1,0
1523632039893,3407872,117,-56,-1,-1,0
1523632039893,3145728,117,-56,-1,-1,0
1523632039893,2686976,117,-56,-1,-1,0
1523632039933,2162688,117,-56,-1,-1,0
1523632039933,1572864,117,-56,-1,-1,0
1523632039933,983040,117,-56,-1,-1,0
1523632039933,458752,117,-56,-1,-1,0
1523632039933,0,117,-56,-1,-1,0
1523632039973,-131072,117,-56,-1,-1,0
1523632039973,-131072,117,-56,-1,-1,0
1523632039973,-196608,117,-56,-1,-1,0
1523632039973,-327680,117,-56,-1,-1,0
1523632039973,-393216,117,-56,-1,-1,0
1523632040013,-327680,117,-56,-1,-1,0
1523632040013,-262144,117,-56,-1,-1,0
1523632040013,-393216,117,-56,-1,-1,0
1523632040013,-524288,117,-56,-1,-1,0
1523632040013,-589824,117,-56,-1,-1,0
1523632040053,-655360,116,-56,-1,-1,0
1523632040053,-720896,116,-56,-1,-1,0
1523632040053,-720896,116,-56,-1,-1,0
1523632040053,-720896,116,-56,-1,-1,0
1523632040053,-851968,116,-56,-1,-1,0
1523632040093,-1114112,116,-56,-1,-1,0
1523632040093,-1376256,116,-56,-1,-1,0
1523632040093,-1507328,116,-56,-1,-1,0
1523632040093,-1441792,116,-56,-1,-1,0
1523632040093,-1376256,116,-56,-1,-1,0
1523632040133,-1179648,116,-56,-1,-1,0
1523632040133,-851968,116,-56,-1,-1,0
1523632040133,-589824,116,-56,-1,-1,0
1523632040133,-589824,116,-56,-1,-1,0
1523632040133,-786432,116,-56,-1,-1,0
1523632040173,-983040,116,-56,-1,-1,0
1523632040173,-1048576,116,-56,-1,-1,0
1523632040173,-1114112,116,-56,-1,-1,0
1523632040173,-1245184,116,-56,-1,-1,0
1523632040173,-1179648,116,-56,-1,-1,0
1523632040213,0,116,-56,-1,-1,0
1523632040213,4063232,116,-56,-1,-1,0
1523632040213,9109504,116,-56,-1,-1,0
1523632040213,8126464,116,-56,-1,-1,0
1523632040213,262144,116,-56,-1,-1,0
1523632040253,-5439488,116,-56,-1,-1,0
1523632040253,-4980736,116,-56,-1,-1,0
1523632040253,-2555904,116,-56,-1,-1,0
1523632040253,-1441792,116,-56,-1,-1,0
1523632040253,-1179648,116,-56,-1,-1,0
1523632040293,-1048576,116,-56,-1,-1,0
1523632040293,-983040,116,-56,-1,-1,0
1523632040293,-851968,116,-56,-1,-1,0
1523632040293,-720896,116,-56,-1,-1,0
1523632040293,-655360,116,-56,-1,-1,0
1523632040338,-589824,116,-56,-1,-1,0
1523632040338,-524288,116,-56,-1,-1,0
1523632040338,-327680,116,-56,-1,-1,0
1523632040338,-65536,116,-56,-1,-1,0
1523632040338,0,116,-56,-1,-1,0
1523632040373,131072,116,-56,-1,-1,0
1523632040373,458752,116,-56,-1,-1,0
1523632040373,983040,116,-56,-1,-1,0
1523632040373,1441792,116,-56,-1,-1,0
1523632040373,1638400,116,-56,-1,-1,0
1523632040413,1900544,116,-56,-1,-1,0
1523632040413,2162688,116,-56,-1,-1,0
1523632040413,2359296,116,-56,-1,-1,0
1523632040413,2621440,116,-56,-1,-1,0
1523632040413,2883584,116,-56,-1,-1,0
1523632040453,2883584,116,-56,-1,-1,0
1523632040453,2621440,116,-56,-1,-1,0
1523632040453,2359296,116,-56,-1,-1,0
1523632040453,1835008,116,-56,-1,-1,0
1523632040453,1179648,116,-56,-1,-1,0
1523632040493,524288,116,-56,-1,-1,0
1523632040493,65536,116,-56,-1,-1,0
1523632040493,-131072,116,-56,-1,-1,0
1523632040493,-262144,116,-56,-1,-1,0
1523632040493,-393216,116,-56,-1,-1,0
1523632040533,-458752,116,-56,-1,-1,0
1523632040533,-458752,116,-56,-1,-1,0
1523632040533,-458752,116,-56,-1,-1,0
1523632040533,-589824,116,-56,-1,-1,0
1523632040533,-851968,116,-56,-1,-1,0
1523632040573,-851968,116,-56,-1,-1,0
1523632040573,-851968,116,-56,-1,-1,0
1523632040573,-917504,116,-56,-1,-1,0
1523632040573,-917504,116,-56,-1,-1,0
1523632040573,-851968,116,-56,-1,-1,0
1523632040613,-851968,116,-56,-1,-1,0
1523632040613,-851968,116,-56,-1,-1,0
1523632040613,-851968,116,-56,-1,-1,0
1523632040613,-851968,116,-56,-1,-1,0
1523632040613,-1048576,116,-56,-1,-1,0
1523632040653,-1310720,116,-56,-1,-1,0
1523632040653,-1507328,116,-56,-1,-1,0
1523632040653,-1638400,116,-56,-1,-1,0
1523632040653,-1769472,116,-56,-1,-1,0
1523632040653,-1638400,116,-56,-1,-1,0
1523632040693,-1245184,116,-56,-1,-1,0
1523632040693,-720896,116,-56,-1,-1,0
1523632040693,-327680,116,-56,-1,-1,0
1523632040693,-327680,116,-56,-1,-1,0
1523632040693,-655360,116,-56,-1,-1,0
1523632040733,-1114112,116,-56,-1,-1,0
1523632040733,-1310720,116,-56,-1,-1,0
1523632040733,-1245184,116,-56,-1,-1,0
1523632040733,-1114112,116,-56,-1,-1,0
1523632040733,-720896,116,-56,-1,-1,0
1523632040773,1245184,116,-56,-1,-1,0
1523632040773,6225920,116,-56,-1,-1,0
1523632040773,9830400,116,-56,-1,-1,0
1523632040773,5832704,116,-56,-1,-1,0
1523632040773,-2293760,116,-56,-1,-1,0
1523632040813,-5701632,116,-56,-1,-1,0
1523632040813,-3997696,116,-56,-1,-1,0
1523632040813,-2097152,116,-56,-1,-1,0
1523632040813,-1310720,116,-56,-1,-1,0
1523632040813,-1114112,116,-56,-1,-1,0
1523632040852,-983040,116,-56,-1,-1,0
1523632040852,-851968,116,-56,-1,-1,0
1523632040852,-720896,116,-56,-1,-1,0
1523632040852,-458752,116,-56,-1,-1,0
1523632040852,-327680,116,-56,-1,-1,0
1523632040892,-393216,116,-56,-1,-1,0
1523632040892,-393216,116,-56,-1,-1,0
1523632040892,-262144,116,-56,-1,-1,0
1523632040892,0,116,-56,-1,-1,0
1523632040892,196608,116,-56,-1,-1,0
1523632040932,458752,116,-56,-1,-1,0
1523632040932,786432,116,-56,-1,-1,0
1523632040932,1310720,116,-56,-1,-1,0
1523632040932,1769472,116,-56,-1,-1,0
1523632040932,2097152,116,-56,-1,-1,0
1523632040978,2424832,116,-56,-1,-1,0
1523632040978,2818048,116,-56,-1,-1,0
1523632040978,3211264,116,-56,-1,-1,0
1523632040978,3538944,116,-56,-1,-1,0
1523632040978,3670016,116,-56,-1,-1,0
1523632041012,3538944,116,-56,-1,-1,0
1523632041012,3145728,116,-56,-1,-1,0
1523632041012,2621440,116,-56,-1,-1,0
1523632041012,2031616,116,-56,-1,-1,0
1523632041012,1441792,116,-56,-1,-1,0
1523632041052,786432,116,-56,-1,-1,0
1523632041052,327680,116,-56,-1,-1,0
1523632041052,65536,116,-56,-1,-1,0
1523632041052,0,116,-56,-1,-1,0
1523632041052,-131072,116,-56,-1,-1,0
1523632041092,-262144,116,-56,-1,-1,0
1523632041092,-327680,116,-56,-1,-1,0
1523632041092,-458752,116,-56,-1,-1,0
1523632041092,-655360,116,-56,-1,-1,0
1523632041092,-786432,116,-56,-1,-1,0
1523632041132,-720896,116,-56,-1,-1,0
1523632041132,-786432,116,-56,-1,-1,0
1523632041132,-917504,116,-56,-1,-1,0
1523632041132,-917504,116,-56,-1,-1,0
1523632041132,-917504,116,-56,-1,-1,0
1523632041172,-917504,116,-56,-1,-1,0
1523632041172,-983040,116,-56,-1,-1,0
1523632041172,-983040,116,-56,-1,-1,0
1523632041172,-786432,116,-56,-1,-1,0
1523632041172,-917504,116,-56,-1,-1,0
1523632041212,-1179648,116,-56,-1,-1,0
1523632041212,-1507328,116,-56,-1,-1,0
1523632041212,-1638400,116,-56,-1,-1,0
1523632041212,-1703936,116,-56,-1,-1,0
1523632041212,-1835008,116,-56,-1,-1,0
1523632041252,-1703936,116,-56,-1,-1,0
1523632041252,-1310720,116,-56,-1,-1,0
1523632041252,-720896,116,-56,-1,-1,0
1523632041252,-262144,116,-56,-1,-1,0
1523632041252,-524288,116,-56,-1,-1,0
1523632041293,-1048576,116,-56,-1,-1,0
1523632041293,-1310720,116,-56,-1,-1,0
1523632041293,-1310720,116,-56,-1,-1,0
1523632041293,-1245184,116,-56,-1,-1,0
1523632041293,-1179648,116,-56,-1,-1,0
1523632041332,-786432,116,-56,-1,-1,0
1523632041332,1769472,116,-56,-1,-1,0
1523632041332,7208960,116,-56,-1,-1,0
1523632041332,9699328,116,-56,-1,-1,0
1523632041332,4259840,116,-56,-1,-1,0
1523632041372,-3670016,116,-56,-1,-1,0
1523632041372,-6160384,116,-56,-1,-1,0
1523632041372,-3997696,116,-56,-1,-1,0
1523632041372,-2162688,116,-56,-1,-1,0
1523632041372,-1376256,116,-56,-1,-1,0
1523632041412,-1245184,116,-56,-1,-1,0
1523632041412,-1179648,116,-56,-1,-1,0
1523632041412,-1048576,116,-56,-1,-1,0
1523632041412,-851968,116,-56,-1,-1,0
1523632041412,-786432,116,-56,-1,-1,0
1523632041452,-851968,116,-56,-1,-1,0
1523632041452,-720896,116,-56,-1,-1,0
1523632041452,-524288,116,-56,-1,-1,0
1523632041452,-393216,116,-56,-1,-1,0
1523632041452,-131072,116,-56,-1,-1,0
1523632041492,65536,116,-56,-1,-1,0
1523632041492,393216,116,-56,-1,-1,0
1523632041492,655360,116,-56,-1,-1,0
1523632041492,1048576,116,-56,-1,-1,0
1523632041492,1507328,116,-56,-1,-1,0
1523632041532,2162688,116,-56,-1,-1,0
1523632041532,2621440,116,-56,-1,-1,0
1523632041532,3080192,116,-56,-1,-1,0
1523632041532,3538944,116,-56,-1,-1,0
1523632041532,3801088,116,-56,-1,-1,0
1523632041572,3801088,116,-56,-1,-1,0
1523632041572,3538944,116,-56,-1,-1,0
1523632041572,2949120,116,-56,-1,-1,0
1523632041572,2359296,116,-56,-1,-1,0
1523632041572,1703936,116,-56,-1,-1,0
1523632041617,1048576,116,-56,-1,-1,0
1523632041617,458752,116,-56,-1,-1,0
1523632041617,131072,116,-56,-1,-1,0
1523632041617,-65536,116,-56,-1,-1,0
1523632041617,-327680,116,-56,-1,-1,0
1523632041652,-589824,116,-56,-1,-1,0
1523632041652,-720896,116,-56,-1,-1,0
1523632041652,-720896,116,-56,-1,-1,0
1523632041652,-786432,116,-56,-1,-1,0
1523632041652,-851968,116,-56,-1,-1,0
